topic	playlist	track	audio	transcript
Health	HIV and AIDS	What is HIV?	https://audiopedia.wiki/images/En-01-10-01.mp3	 HIV (Human Immunodeficiency Virus) is a very small germ, called a virus, that you cannot see. AIDS (Acquired Immune Deficiency Syndrome) is a disease that develops later, after a person has been infected with HIV, the AIDS virus. <br/> <br/> When a person becomes infected with HIV, the virus attacks the immune system, the part of your body that fights off infection. HIV slowly kills the cells of the immune system until the body can no longer defend itself against other infections. Most people who are infected do not get sick from their HIV for 5 to 10 years. But eventually the immune system cannot fight off common infections. Because HIV takes years to make someone sick, most people with HIV feel healthy and do not know they have it.  <br/> <br/>
Health	HIV and AIDS	Why is is even more important for me as a woman to protect me from HIV and AIDS?	https://audiopedia.wiki/images/En-01-10-05.mp3	 HIV and AIDS are different for women because: <br/> <br/> Women get infected with HIV more easily than men do because during sex, she is the ‘receiver’. This means a man’s semen stays in the woman’s vagina for a long time. And if there is HIV in the semen, there is more chance for it to pass into a woman’s blood through her vagina or cervix, especially if there are any cuts, sores, or STIs. <br/> <br/> Women are often infected at a younger age than men. This is because young women and girls are less able to refuse unwanted or unsafe sex and are often married young to older men who have had more chances to be infected. <br/> <br/> Women often live with untreated STIs. These make it easier to become infected with HIV. <br/> <br/> Women get more blood transfusions than men because of problems during childbirth. <br/> <br/> Poor nutrition and weakness from childbearing too often make women less able to fight disease. <br/> <br/> Women are blamed unfairly for the spread of AIDS, even though many men are unwilling to wear condoms or limit their number of sex partners. <br/> <br/> A pregnant woman infected with HIV can pass it to her baby.
Health	Infertility	How can I prevent infertility?	https://audiopedia.wiki/images/En-01-12-04.mp3	 Try not to worry if you do not get pregnant right away: <br/> Many couples get pregnant within a year if they continue to have sex during the woman's fertile days. <br/> <br/> Avoid contaminated air, food, or water caused by dangerous pesticides or toxic chemicals used in factories and farms: Pesticides and other harmful chemicals can hurt a man's sperm while he works and if the woman washes his clothes, the harmful chemicals are passed on to her. <br/> <br/> Avoid smoking or chewing tobacco, or drinking alcohol or coffee:  <br/> Women who smoke or chew tobacco, or who drink a lot of alcohol or coffee may take longer to become pregnant or have more miscarriages. Men who smoke or drink a lot of alcohol or coffee make fewer sperm, and these are often damaged or weak. <br/> <br/> Avoid high temperatures:  <br/> A man’s sperm need to stay cool. That is why the testicles hang in the scrotum outside a man’s body. When the testicles get too warm they can stop making healthy sperm. For example, this can happen if a man wears tight clothes that press his testicles up inside his body, or if he takes a hot bath, or works near hot things such as boilers, furnaces, or the hot engine of a long-distance truck -  especially if he drives for many hours without a break. Once the testicles become cool, they start making healthy sperm again. <br/> <br/> Do not use any medicines:   <br/> Some medicines can hurt fertility. The best choice is for you and your partner not to use any medicines while you are trying to become pregnant. If you must use medicines because of illness, talk to a health worker and tell her you are trying to get pregnant. <br/> <br/> Try to have sex during your fertile time:  <br/> Although a man makes millions of sperm every day, a healthy woman releases only one egg a month. This is called her fertile time - the only time during the month when she can get pregnant. For most women their fertile time starts about 10 days after the first day of the monthly bleeding and lasts about 6 days. The body has several signs that tell you when you are in a fertile time. The easiest signs to check are the changes in the mucus in your vagina. <br/> <br/> When you have sex: <br/> The best positions for getting the sperm close to the opening of your womb are: <ul><li> to lie on your back with the man on top.</li><li>to lie on your side. <br/>Then, after having sex, lie flat on your back for about 20 minutes. This will help the sperm swim into your womb and find the egg.</li></ul> <li> to lie on your back with the man on top.</li>  to lie on your back with the man on top. <li>to lie on your side. <br/>Then, after having sex, lie flat on your back for about 20 minutes. This will help the sperm swim into your womb and find the egg.</li> to lie on your side.  <br/> Then, after having sex, lie flat on your back for about 20 minutes. This will help the sperm swim into your womb and find the egg. <p>Do not use oils or creams during sex: <br/>They can kill the sperm or stop it from reaching the egg.<br/><br/>Do not douche or wash inside your vagina:<br/>Douching before or after sex can change the wetness inside your vagina, making it harder for the sperm to live.<br/><br/>Treat any health problems: <br/>Both you and your partner should have medical exams and be checked and treated for STIs, and other illnesses. If either of you has an STI, both of you must be treated. Be sure to finish all the medicines you are given.<br/><br/>Eat good, healthy food: <br/>If you do not have regular monthly bleeding and you are very thin or very fat, try to gain or lose weight.<br/><br/>Avoid smoking or chewing tobacco, taking drugs or drinking alcohol.<br/><br/>Avoid caffeine in drinks like coffee, black tea, and cola drinks.<br/><br/>Get plenty of rest and regular exercise.<br/><br/>Try to see a health worker if you are not pregnant after one year: <br/>There are some simple tests that do not cost much that may be able to tell you what the problem is. For example, the health worker may look at your partner’s sperm under a microscope to see if they are healthy. She may give you a pelvic exam to check your vagina, womb, and tubes for infection or growths. Or she may teach you to tell if your ovaries are releasing an egg by taking your temperature every morning. It is important to remember that these tests only tell you what the problem is - they will not solve it. Even the most expensive medicines and operations often cannot cure infertility.<br/><br/><br/><br/></p> Do not use oils or creams during sex:  <br/> They can kill the sperm or stop it from reaching the egg. <br/> <br/> Do not douche or wash inside your vagina: <br/> Douching before or after sex can change the wetness inside your vagina, making it harder for the sperm to live. <br/> <br/> Treat any health problems:  <br/> Both you and your partner should have medical exams and be checked and treated for STIs, and other illnesses. If either of you has an STI, both of you must be treated. Be sure to finish all the medicines you are given. <br/> <br/> Eat good, healthy food:  <br/> If you do not have regular monthly bleeding and you are very thin or very fat, try to gain or lose weight. <br/> <br/> Avoid smoking or chewing tobacco, taking drugs or drinking alcohol. <br/> <br/> Avoid caffeine in drinks like coffee, black tea, and cola drinks. <br/> <br/> Get plenty of rest and regular exercise. <br/> <br/> Try to see a health worker if you are not pregnant after one year: 
Health	Infertility	What can cause infertility in a man?	https://audiopedia.wiki/images/En-01-12-02.mp3	 The main causes of infertility in a man are: <br/> <br/> 1. He does not produce enough sperm. Or his sperm cannot swim to the woman’s tubes or to fertilize the eggs. <br/> <br/> 2. He had mumps after puberty that harmed his testicles. He may still come (ejaculate), but the semen has no sperm in it. <br/> <br/> 3. His sperm cannot leave his penis because he has scars in his tubes from a sexually transmitted infection (STI). <br/> <br/> 4. He has a swelling of the veins in his scrotum (varicocele). <br/> <br/> 5. Problems during sex because: <br/> <ul><li> his penis does not get hard.</li><li>his penis gets hard but does not stay hard during sex.</li><li>he comes too quickly, before his penis is deep in the woman’s vagina.</li></ul> <li> his penis does not get hard.</li>  his penis does not get hard. <li>his penis gets hard but does not stay hard during sex.</li> his penis gets hard but does not stay hard during sex. <li>he comes too quickly, before his penis is deep in the woman’s vagina.</li>
Health	Infertility	What can cause infertility in a woman?	https://audiopedia.wiki/images/En-01-12-03.mp3	 The main causes of infertility in a woman are: <br/> <br/> <strong>She has scarring in her tubes or inside her womb.</strong> She has scarring in her tubes or inside her womb.  Scarring in the tube can prevent the egg from moving through the tube, or the sperm from swimming to the egg. Scarring in the womb can prevent the fertilized egg from attaching to the wall of the womb. Sometimes a woman gets scarring but does not know it because she does not feel ill. But years later she learns she is infertile. <br/> <br/> Scarring can be caused by: <br/> <ul><li> an infection from an untreated STI that goes up into the womb or tubes (pelvic inflammatory disease or PID)</li><li>unsafe abortion or problems in childbirth that caused damage or infection in the womb</li><li>unclean conditions when an IUD is put in that caused an infection</li><li>problems from an operation of the vagina, womb, tubes, or ovaries</li></ul> <li> an infection from an untreated STI that goes up into the womb or tubes (pelvic inflammatory disease or PID)</li>  an infection from an untreated STI that goes up into the womb or tubes (pelvic inflammatory disease or PID) <li>unsafe abortion or problems in childbirth that caused damage or infection in the womb</li> unsafe abortion or problems in childbirth that caused damage or infection in the womb <li>unclean conditions when an IUD is put in that caused an infection</li> unclean conditions when an IUD is put in that caused an infection <li>problems from an operation of the vagina, womb, tubes, or ovaries</li> problems from an operation of the vagina, womb, tubes, or ovaries <p><br/><strong>She does not produce an egg (no ovulation).</strong> This can be because the body does not make enough of the needed hormones at the right time. If her monthly bleedings are less than 25 days apart, or more than 35 days apart, she may have a problem with ovulation. Sometimes a woman does not produce eggs if she loses weight very quickly, or if she is too fat.<br/><br/><strong>She has growths in her womb (fibroids).</strong> Fibroids can prevent conception or make it difficult to carry the pregnancy.<br/><br/><strong>Illnesses such as HIV, diabetes, tuberculosis, and malaria can also make a woman less fertile.</strong><br/><br/>Family planning methods are often blamed for infertility. But family planning methods (other than sterilization) do not cause infertility except in some cases when an IUD has not been put in correctly and causes an infection in the womb or tubes.<br/><br/><br/></p> <br/> <strong>She does not produce an egg (no ovulation).</strong> She does not produce an egg (no ovulation).  This can be because the body does not make enough of the needed hormones at the right time. If her monthly bleedings are less than 25 days apart, or more than 35 days apart, she may have a problem with ovulation. Sometimes a woman does not produce eggs if she loses weight very quickly, or if she is too fat. <br/> <br/> <strong>She has growths in her womb (fibroids).</strong> She has growths in her womb (fibroids).  Fibroids can prevent conception or make it difficult to carry the pregnancy. <br/> <br/> <strong>Illnesses such as HIV, diabetes, tuberculosis, and malaria can also make a woman less fertile.</strong> Illnesses such as HIV, diabetes, tuberculosis, and malaria can also make a woman less fertile.
Health	Infertility	What is infertility?	https://audiopedia.wiki/images/En-01-12-01.mp3	 We say a couple is infertile if they cannot get pregnant after having sex together a few times a month for a year, without using a family planning method. A couple may also have a fertility problem if they have had 3 or more miscarriages (lost pregnancies) in a row.
Health	Malaria	How can I prevent malaria during pregnancy?	https://audiopedia.wiki/images/En-01-17-03.mp3	 Malaria is very dangerous for pregnant women. As preventive treatment, pregnant women in malarial areas, especially those in their first pregnancy, who can be asymptomatic (without symptoms), should take antimalarial tablets in the second and third trimesters, as recommended by a trained health worker. The health worker will know which antimalarial tablets are best to take. <br/> It is also very important that pregnant women sleep under insecticide-treated mosquito nets.
Health	Malaria	How can I prevent malaria in general?	https://audiopedia.wiki/images/En-01-17-04.mp3	 Malaria is transmitted through the bites of some mosquitoes. Sleeping under an insecticide-treated mosquito net is the best way to prevent mosquito bites. <br/> <br/> All members of the community should be protected against mosquito bites, particularly young children and pregnant women. Protection is needed after sunset and before sunrise, when malaria mosquitoes bite. <br/> <br/> Long-lasting insecticide-treated mosquito nets last for at least three years and do not require re-treatment with insecticide. These nets are distributed by malaria control programmes and can be obtained through health facilities or during child health days or integrated campaigns. Most mosquito nets are distributed free of charge, especially to pregnant women and young children. They can also be purchased in the marketplace or through social marketing programmes, mainly in urban areas. In the few cases where untreated nets might still be in use, trained health workers can advise on safe insecticides and re-treatment. <br/> <br/> Insecticide-treated mosquito nets should be used throughout the year, even when there are fewer mosquitoes, such as during the dry season. <br/> <br/> Some countries operate programmes to spray the walls of houses with long-lasting insecticides to kill resting mosquitoes. Communities should cooperate with spray teams to ensure that all houses are sprayed. <br/> <br/> In addition to using insecticide-treated mosquito nets, or if mosquito nets are not available or used, other actions can help, but they are not nearly as effective as using mosquito nets: <br/> <ul><li> putting screens on doors and windows; these are mostly used in urban settings and are not very effective in traditional rural housing</li><li>using mosquito coils; these are used to repel but not kill mosquitoes – they have no lasting effect</li><li>wearing clothing that covers the arms and legs (long sleeves and long trousers or skirts); these can help reduce mosquito bites if worn when malaria mosquitoes are most active – from dusk until dawn.</li></ul> <li> putting screens on doors and windows; these are mostly used in urban settings and are not very effective in traditional rural housing</li>  putting screens on doors and windows; these are mostly used in urban settings and are not very effective in traditional rural housing <li>using mosquito coils; these are used to repel but not kill mosquitoes – they have no lasting effect</li>
Health	Malaria	What is malaria?	https://audiopedia.wiki/images/En-01-17-01.mp3	 Malaria is a serious disease spread through mosquito bites. Malaria is found in many regions of the world. In sub-Saharan Africa, it is a leading cause of death, illness, and poor growth and development among young children. It is estimated that a child dies of malaria every 30 seconds in this area.
Health	Malaria	Why is malaria especially dangerous for pregnant women?	https://audiopedia.wiki/images/En-01-17-02.mp3	 Pregnant women are more likely to suffer from malaria than other women. The disease is more dangerous during pregnancy, especially during the first pregnancy. This is due to changes in a woman's body that lower her previous level of resistance to malaria. Malaria can cause severe anaemia ('thin blood'), miscarriage, premature birth or stillbirth. <br/> <br/> Babies born to mothers who have had malaria during pregnancy are often underweight. This makes them more vulnerable to infection or death during their first year.
Health	Mental Health	How can changes in my life and community damage my mental health?	https://audiopedia.wiki/images/En-01-15-04.mp3	 In many parts of the world, communities are being forced to change rapidly - because of changes in the economy or because of political conflict. Many of these changes require families and communities to alter their entire way of life. Here are two example stories:  <br/> <br/> „My name is Edhina. When the war started, soldiers came and forced the men in our village to fight. Some of the women were raped. We fled into the mountains, but it was hard to find food. Now we live as refugees in a camp just across the border. We usually have enough to eat, but many people are sick. The camp is crowded with strangers. Every day I wonder - will I ever see my home again?“ <br/> <br/> „My name is Jurema. Every year our land produced less. We had to borrow money to buy seeds, and even tried buying fertilizer, but we could never grow enough to pay back the bank. We were finally forced to leave our land. Now we live in a shack at the edge of the city. Every morning when I wake up, I listen for the birds that had always greeted the morning. But then I remember - there are no birds here. There is only another day of scrubbing other people's floors.“
Health	Mental Health	How can I build trust between people or members of a group?	https://audiopedia.wiki/images/En-01-15-13.mp3	<ul><li> Try to be open to hearing everything another person says, without judging it.</li><li>Try to understand how the other person feels. If you have had a similar experience, think about how you felt. But avoid seeing someone else’s experience as exactly like your own. If you do not understand her, do not pretend that you do. No two people have exactly the same life experiences. There is always more to understand about another person.</li><li>Do not tell another person what to do. You can help her understand how the pressures of her family, community, and work responsibilities affect her feelings, but she must make her own decisions.</li><li>Never think of a woman as beyond help.</li><li>Respect the woman’s privacy. Never tell others what she has told you unless it is necessary to protect her life. Always tell her if you plan to speak with someone else for her protection.</li></ul> <li> Try to be open to hearing everything another person says, without judging it.</li>  Try to be open to hearing everything another person says, without judging it. <li>Try to understand how the other person feels. If you have had a similar experience, think about how you felt. But avoid seeing someone else’s experience as exactly like your own. If you do not understand her, do not pretend that you do. No two people have exactly the same life experiences. There is always more to understand about another person.</li> Try to understand how the other person feels. If you have had a similar experience, think about how you felt. But avoid seeing someone else’s experience as exactly like your own. If you do not understand her, do not pretend that you do. No two people have exactly the same life experiences. There is always more to understand about another person. <li>Do not tell another person what to do. You can help her understand how the pressures of her family, community, and work responsibilities affect her feelings, but she must make her own decisions.</li> Do not tell another person what to do. You can help her understand how the pressures of her family, community, and work responsibilities affect her feelings, but she must make her own decisions. <li>Never think of a woman as beyond help.</li> Never think of a woman as beyond help. <li>Respect the woman’s privacy. Never tell others what she has told you unless it is necessary to protect her life. Always tell her if you plan to speak with someone else for her protection.</li>
Health	Mental Health	How can I prevent mental health problems by building helping relationships?	https://audiopedia.wiki/images/En-01-15-12.mp3	 It helps to have someone to talk to. In a helping relationship, two or more people make a commitment to get to know and understand each other. This can happen in any relationship - between friends, family members, or women who work together, or in a group that already meets for another purpose. Or a new group may form because the people share a common problem. These are often called ‘support groups’.
Health	Mental Health	How can I prevent mental health problems by strengthening my personal coping skills?	https://audiopedia.wiki/images/En-01-15-11.mp3	 Women do not often take time out of their busy day to do something for themselves. But every woman needs to put her problems aside sometimes and do what she likes. Simple things that you may not do very often - like spending time alone, or shopping, gardening, or cooking with a friend - can all be helpful. <br/> <br/> Activities to let your feelings out: If you are angry, do some hard physical work. Making up poems, songs, and stories can be helpful when you have trouble saying things to others. Or you can draw your feelings without using words - you do not have to be an artist. <br/> <br/> Creating pleasing surroundings: Try to fix your living space so that it feels right to you. No matter how small it is, you will feel more order and control when it is arranged the way you like. Try to have as much light and fresh air as possible. <br/> Try to have some beauty around you. This could mean putting some flowers in the room, playing music, or going where there is a nice view.
Health	Mental Health	How can loss and death damage my mental health?	https://audiopedia.wiki/images/En-01-15-03.mp3	 When a woman loses someone or something important - a loved one, her work, her home, or a close friendship - she may feel overwhelmed with grief. This can also happen if she becomes ill or develops a disability.
Health	Mental Health	How can meeting together with other women help me?	https://audiopedia.wiki/images/En-01-15-14.mp3	 Meeting together with other women can help you: <br/> <ul><li> get support: Mental health problems often drain a woman’s energy and make her discouraged. Meeting together can give a woman more energy, which then helps her cope with daily problems.</li><li>recognize feelings: Sometimes women hide their feelings (or do not even realize they have them) because they think the feelings are bad, dangerous, or shameful. Hearing others talk about feelings can help a woman notice her own.</li><li>control impulsive reactions: Group members can help a woman think through a problem, so that she will not act on her first impulse, without thinking.</li><li>understand underlying causes: By talking together, women begin to realize that many of them suffer from the same kinds of problems. This helps them identify root causes of the problem.</li><li>put forth solutions: Solutions that are discussed in a group are often more easily accepted and used than those that a woman thinks of by herself.</li><li>develop collective power: Women acting together are more powerful than a woman acting alone.</li></ul> <li> get support: Mental health problems often drain a woman’s energy and make her discouraged. Meeting together can give a woman more energy, which then helps her cope with daily problems.</li>  get support: Mental health problems often drain a woman’s energy and make her discouraged. Meeting together can give a woman more energy, which then helps her cope with daily problems. <li>recognize feelings: Sometimes women hide their feelings (or do not even realize they have them) because they think the feelings are bad, dangerous, or shameful. Hearing others talk about feelings can help a woman notice her own.</li> recognize feelings: Sometimes women hide their feelings (or do not even realize they have them) because they think the feelings are bad, dangerous, or shameful. Hearing others talk about feelings can help a woman notice her own. <li>control impulsive reactions: Group members can help a woman think through a problem, so that she will not act on her first impulse, without thinking.</li> control impulsive reactions: Group members can help a woman think through a problem, so that she will not act on her first impulse, without thinking. <li>understand underlying causes: By talking together, women begin to realize that many of them suffer from the same kinds of problems. This helps them identify root causes of the problem.</li> understand underlying causes: By talking together, women begin to realize that many of them suffer from the same kinds of problems. This helps them identify root causes of the problem.
Health	Mental Health	How can stress in daily life damage my mental health?	https://audiopedia.wiki/images/En-01-15-02.mp3	 Daily activities and events often put pressure on a woman, causing tension in her body and mind (stress). Stress can come from physical problems, like illness or overwork. Or it can come from emotional events, like conflict in the family or being blamed for problems that a woman has no control over. Even events that often bring pleasure - like a new baby or getting a job - can be stressful because they create changes in a woman’s life. <br/> <br/> Most women have many kinds of stress pressuring them from all sides:  <br/> <ul><li> caring for children</li><li>meeting husband‘s needs</li><li>getting water, fuel</li><li>cleaning</li><li>caring for the sick</li><li>too little money</li><li>farming or working</li><li>too little food</li></ul> <li> caring for children</li>  caring for children <li>meeting husband‘s needs</li> meeting husband‘s needs <li>getting water, fuel</li> getting water, fuel <li>cleaning</li> cleaning <li>caring for the sick</li> caring for the sick <li>too little money</li> too little money <li>farming or working</li> farming or working <li>too little food</li> too little food <p>It is easy not to notice the stress in daily life because it is always there. But it takes a lot of a woman‘s energy to cope with this kind of stress. <br/><br/>When a woman faces a lot of stress every day and for a long time, she may begin to feel overwhelmed and unable to cope. The problem may be made worse if she has been taught to take care of others first and neglects her own needs. With little time to rest or to enjoy things that could help reduce her stress, she may ignore signs of illness or overwork. And as a woman, she may have little power to change her situation. <br/><br/>Often a woman is made to feel that she is weak or ill. But the real problem may be something that is not fair or not right in life. To have better mental health, women need to have more control and power over their lives. <br/><br/><br/><br/></p> It is easy not to notice the stress in daily life because it is always there. But it takes a lot of a woman‘s energy to cope with this kind of stress.  <br/> <br/> When a woman faces a lot of stress every day and for a long time, she may begin to feel overwhelmed and unable to cope. The problem may be made worse if she has been taught to take care of others first and neglects her own needs. With little time to rest or to enjoy things that could help reduce her stress, she may ignore signs of illness or overwork. And as a woman, she may have little power to change her situation.  <br/>
Health	Mental Health	What are common causes of mental health problems in women?	https://audiopedia.wiki/images/En-01-15-01.mp3	 Not everyone who has to cope with the problems listed below will develop a mental health problem. Rather, a woman usually develops a mental health problem when these pressures are stronger than her ability to cope. Also, not all mental health problems have causes that can be identified. Sometimes we just do not know why someone develops a mental health problem. <br/> <br/> Common causes of mental health problems in women are:  <br/> <ul><li> Stress in daily life</li><li>Loss and death</li><li>Changes in a woman‘s life and community</li><li>Trauma</li></ul> <li> Stress in daily life</li>  Stress in daily life <li>Loss and death</li> Loss and death
Health	Mental Health	What are common mental health problems for women?	https://audiopedia.wiki/images/En-01-15-06.mp3	 
Health	Mental Health	What is trauma and how can it damage my mental health?	https://audiopedia.wiki/images/En-01-15-05.mp3	 When something horrible has happened to a woman or to someone close to her, she has suffered a trauma. Some of the most common kinds of trauma are violence in the home, rape, war, torture, and natural disasters.
Health	Mental Health	What should I know about anxiety (feeling nervous or worried)?	https://audiopedia.wiki/images/En-01-15-08.mp3	 Other common names for anxiety are ‘nerves’, ‘nervous attacks’, and ‘heart distress’. <br/> <br/> Everyone feels nervous or worried from time to time. When these feelings are caused by a specific situation, they usually go away soon afterwards. But if the anxiety continues or becomes more severe, or if it comes without any reason, then it may be a mental health problem. <br/> <br/> Signs: <br/> <ul><li> feeling tense and nervous without reason</li><li>shaking hands</li><li>sweating</li><li>feeling the heart pound (when there is no heart disease)</li><li>difficulty thinking clearly</li><li>frequent physical complaints that are not caused by physical illness and that increase when a woman is upset </li></ul> <li> feeling tense and nervous without reason</li>  feeling tense and nervous without reason <li>shaking hands</li> shaking hands <li>sweating</li> sweating <li>feeling the heart pound (when there is no heart disease)</li> feeling the heart pound (when there is no heart disease) <li>difficulty thinking clearly</li> difficulty thinking clearly <li>frequent physical complaints that are not caused by physical illness and that increase when a woman is upset </li>
Health	Mental Health	What should I know about depression (extreme sadness or feeling nothing at all)?	https://audiopedia.wiki/images/En-01-15-07.mp3	 Some people call depression ‘heaviness of heart’ or ‘loss of spirit or soul’. <br/> <br/> It is natural for a person to feel depressed when she experiences a loss or death. But she may have a mental health problem if the signs below last for a long time. <br/> <br/> Signs: <br/> <ul><li> feeling sad most of the time</li><li>difficulty sleeping or sleeping too much</li><li>difficulty thinking clearly</li><li>loss of interest in pleasurable activities, eating, or sex</li><li>physical problems, such as headaches or intestinal problems, that are not caused by illness</li><li>slow speech and movement</li><li>lack of energy for daily activities</li><li>thinking about death or suicide</li></ul> <li> feeling sad most of the time</li>  feeling sad most of the time <li>difficulty sleeping or sleeping too much</li> difficulty sleeping or sleeping too much <li>difficulty thinking clearly</li> difficulty thinking clearly <li>loss of interest in pleasurable activities, eating, or sex</li> loss of interest in pleasurable activities, eating, or sex <li>physical problems, such as headaches or intestinal problems, that are not caused by illness</li> physical problems, such as headaches or intestinal problems, that are not caused by illness <li>slow speech and movement</li> slow speech and movement <li>lack of energy for daily activities</li> lack of energy for daily activities <li>thinking about death or suicide</li>
Health	Mental Health	What should I know about physical changes and disease caused by stress?	https://audiopedia.wiki/images/En-01-15-10.mp3	 When a person experiences stress, the body gets ready to react quickly and fight off the stress. Some of the changes that occur are: <br/> <ul><li> The heart starts beating faster.</li><li>The blood pressure goes up.</li><li>A person breathes faster.</li><li>Digestion slows down.</li></ul> <li> The heart starts beating faster.</li>  The heart starts beating faster. <li>The blood pressure goes up.</li> The blood pressure goes up. <li>A person breathes faster.</li> A person breathes faster. <li>Digestion slows down.</li> Digestion slows down. <p>If the stress is sudden and severe, a woman may feel these changes in her body. Then, once the stress is gone, her body returns to normal. But if the stress is less severe or happens slowly, she may not notice how the stress is affecting her body, even though the signs are still there.<br/><br/>Stress that goes on for a long time can lead to the physical signs common in anxiety and depression, like headache, intestinal problems, and lack of energy. Over time, stress can also cause illness, like high blood pressure that can lead to heart attack or stroke.<br/><br/>In many places, emotional problems are not considered as important as physical problems. When this happens, people may be more likely to have physical signs of anxiety and depression than other signs. While it is important not to ignore physical signs, it is important to also be sensitive to the emotional causes of illness.<br/><br/><br/></p> If the stress is sudden and severe, a woman may feel these changes in her body. Then, once the stress is gone, her body returns to normal. But if the stress is less severe or happens slowly, she may not notice how the stress is affecting her body, even though the signs are still there. <br/> <br/> Stress that goes on for a long time can lead to the physical signs common in anxiety and depression, like headache, intestinal problems, and lack of energy. Over time, stress can also cause illness, like high blood pressure that can lead to heart attack or stroke.
Health	Mental Health	What should I know about reactions to trauma?	https://audiopedia.wiki/images/En-01-15-09.mp3	 After a person has experienced trauma, she may have many different reactions, such as: <br/> <ul><li> Going over the trauma again and again in her mind. While she is awake, she may keep remembering the terrible things that happened. At night she may dream about them or be unable to fall asleep because she is thinking about them.</li><li>Feeling numb or feeling emotions less strongly than before. She may avoid people or places that remind her of the trauma.</li><li>Becoming very watchful. If she is constantly looking out for danger, she may have difficulty relaxing and sleeping. She may overreact when startled.</li><li>Feeling very angry or full of shame about what happened. If a person has survived a trauma where others died or were seriously injured, she may feel guilty that others suffered more than she did.</li><li>Feeling separate and distant from other people.</li><li>Having outbursts of strange or violent behavior, in which she is confused about where she is. </li><li>People suffering from reactions to trauma may also feel anxious or depressed, or misuse alcohol or drugs.</li></ul> <li> Going over the trauma again and again in her mind. While she is awake, she may keep remembering the terrible things that happened. At night she may dream about them or be unable to fall asleep because she is thinking about them.</li>  Going over the trauma again and again in her mind. While she is awake, she may keep remembering the terrible things that happened. At night she may dream about them or be unable to fall asleep because she is thinking about them. <li>Feeling numb or feeling emotions less strongly than before. She may avoid people or places that remind her of the trauma.</li> Feeling numb or feeling emotions less strongly than before. She may avoid people or places that remind her of the trauma. <li>Becoming very watchful. If she is constantly looking out for danger, she may have difficulty relaxing and sleeping. She may overreact when startled.</li> Becoming very watchful. If she is constantly looking out for danger, she may have difficulty relaxing and sleeping. She may overreact when startled. <li>Feeling very angry or full of shame about what happened. If a person has survived a trauma where others died or were seriously injured, she may feel guilty that others suffered more than she did.</li> Feeling very angry or full of shame about what happened. If a person has survived a trauma where others died or were seriously injured, she may feel guilty that others suffered more than she did. <li>Feeling separate and distant from other people.</li> Feeling separate and distant from other people. <li>Having outbursts of strange or violent behavior, in which she is confused about where she is. </li> Having outbursts of strange or violent behavior, in which she is confused about where she is.  <li>People suffering from reactions to trauma may also feel anxious or depressed, or misuse alcohol or drugs.</li>
Family	Abortion	How can I decide about an abortion?	https://audiopedia.wiki/images/En-02-02-06.mp3	 Your decision to have an abortion will often depend on whether safe abortion is available where you live. It also depends on how an abortion or a baby would affect your life. <br/> <br/> It may help to think about these questions: <br/> <ul><li> Will you be able to care for a baby? Do you have enough money to raise a child?</li><li>Is pregnancy a danger to your health?</li><li>Do you have a partner or husband who will help support a child? Can you talk with him about this decision?</li><li>Is your religion or family against abortion? If yes, how will you feel if you have one?</li><li>How will the abortion be done?</li><li>For how long have you been pregnant?</li><li>Could you have a sexually transmitted infection (STI) or HIV? You may be at more risk of having an STI if you are young, single, and have a new partner, or if you have signs of an STI. If you feel that you are at risk, you may need treatment before the abortion.</li><li>What complications (problems) can be caused by the abortion? If you have HIV or AIDS, the dangers of an unsafe abortion could be increased.</li><li>Where can you go for emergency care if you have complications? How will you get there?</li></ul> <li> Will you be able to care for a baby? Do you have enough money to raise a child?</li>  Will you be able to care for a baby? Do you have enough money to raise a child? <li>Is pregnancy a danger to your health?</li> Is pregnancy a danger to your health? <li>Do you have a partner or husband who will help support a child? Can you talk with him about this decision?</li> Do you have a partner or husband who will help support a child? Can you talk with him about this decision? <li>Is your religion or family against abortion? If yes, how will you feel if you have one?</li> Is your religion or family against abortion? If yes, how will you feel if you have one? <li>How will the abortion be done?</li> How will the abortion be done? <li>For how long have you been pregnant?</li> For how long have you been pregnant? <li>Could you have a sexually transmitted infection (STI) or HIV? You may be at more risk of having an STI if you are young, single, and have a new partner, or if you have signs of an STI. If you feel that you are at risk, you may need treatment before the abortion.</li> Could you have a sexually transmitted infection (STI) or HIV? You may be at more risk of having an STI if you are young, single, and have a new partner, or if you have signs of an STI. If you feel that you are at risk, you may need treatment before the abortion. <li>What complications (problems) can be caused by the abortion? If you have HIV or AIDS, the dangers of an unsafe abortion could be increased.</li> What complications (problems) can be caused by the abortion? If you have HIV or AIDS, the dangers of an unsafe abortion could be increased. <li>Where can you go for emergency care if you have complications? How will you get there?</li> Where can you go for emergency care if you have complications? How will you get there?
